Username,Retweets,Text,Mentions,Hashtags
,0,"How much did Bloomberg pay for the rules change? Don't fuck with the ""grassroots"", Tom. Not this time.",,
,0,This dude just changed the rules to allow billionaire Bloomberg into the debates and staffed the convention rules committee with the same people running anti-Sanders ads in Iowa. I'd trust Perez only slightly more than I trust the guy in the White House he says he wants to beat. https://twitter.com/TomPerez/status/1223386600555646979 …,,
,0,"Or maybe just maybe , they are tickled pink with the “cover up” ads that Bloomberg finances against a half dozen lame cuck gop senators? https://twitter.com/politicalelle/status/1223228448522620928 …",,
,0,"The DNC just changed the rules to accommodate Bloomberg, but refused to change the rules for Corey Booker and Julian Castro...sooooo damn racist...wake up Democrats. # KAG",,#
,0,"Nope! I will not vote for a Conservative like the lying Biden or the DNC purchaser Bloomberg! I like knowing the enemy, not the unknown backstabbing fake! # BernieOrBust # NotMeUs # NoCorpDems # NoEstablishmentDems # FuckTheDNC # DropoutJoe # DropOutBloomberg # dropoutwarren",,# # # # # # # #
,0,"I actually find her to be 1 of the least obnoxious democrats. I can listen to her, I can't stand still and listen to Bernie, Warren, Pete or Bloomberg. I like to listen to Joe because he is such a putz he screws up every 30 seconds, he is quite funny.",,
,0,Now go for bloomberg,,
,0,Well it appears that Bloomberg is hitting Pete's national numbers much harder than VP Biden's. So maybe Bloomberg was needed to take out that Electoral college nightmare that is Pete Buttigieg.,,
,0,I trust Bloomberg as much I trust the sun never goes down. When he was mayor he took too many freedoms away . the sugar sin tax is an example while I bet still give a tax break to soda companies,,
,0,didn’t you buddy change the rules do scumbag Bloomberg could join the debates?,,
,1,Holy Cow! Bloomberg literally BOUGHT the DNC! Try to imagine if Trump did that!,,
,0,"It is so unfair. I couldn't stand the way Yang was deliberately ignored at debate after debate. Now they will keep changing the rules (debate, super delegate) to give the nomination to Bloomberg.",,
,0,UGH. Changing the rules mid-game: Looks like Michael Bloomberg’s billions are paying off https://slate.com/news-and-politics/2020/01/dnc-nixes-donor-threshold-debate-requirement-favoring-all-candidates-named-michael-bloomberg.html … via @ slate,@,
,1,"What a circle jerk >> ""Progressive allies of Massachusetts Sen. Elizabeth Warren have approached the DNC to lobby for an unusual cause: including billionaire Mike Bloomberg in upcoming presidential primary debates."" https://www.politico.com/states/new-york/albany/story/2020/01/28/bloombergs-rise-sets-off-alarms-on-the-left-1256678 …",,
,0,You just let Bloomberg buy his way on the debate stage!,,
,4,You literally had your surrogate Adam Green negotiate with the DNC to try and allow Bloomberg on the debate stage by changing their rules. Your campaign promise to criminalize misinformation is not going well.,,
,0,Who did Bloomberg payoff get this changed? # Ismellarat,,#
,0,Question for @ LansingMIFacts - when should we expect Bernero endorsement of Bloomberg?,@,
,0,That was one of their goals as well. Warren's a wash but Bernie's a real threat. The DNC will screw Bernie over again & his supporters won't come out & vote for Biden or Bloomberg.,,
,0,"1) Thx for bringing context w/data! Similar ?'s in Baltimore after JHU got Bloomberg $$ - why a wealthy school vs. one of Bmore's HBCUs? 2) https://www.dellscholars.org/scholarship/ Looks like there is an option for all Pell eligible students! If many apply, could be incentive for Dell to invest?!",,
,0,"Adolph Hitler has more supporters in this country than Bloomberg, the worst Hail Mary play ever planned",,
,12,"And by the way, Bloomberg is polling double digits in Super Tuesday states because he has gone without a challenge from an opponent. That’s why he purposefully does not try to get donors. It’s an excuse for him to avoid answering tough debate questions.",,
,0,They are bringing Bloomberg so that Bernie doesn't go after Biden.,,
,0,The Venn diagram on Bloomberg voters and Sanders voters are pretty distinct. If the field narrows further...,,
,0,"> one of the best examples of functional hardware software integration Nope. It is a software only platform with a few optional accessories: dedicated keyboard, fingerprint scanner, etc.. Bloomberg Terminal can be given a lot of valid compliments, but not that one.",,
,0,"A strong majority ofAmerican voters clearly wanted the Senate to allow material witnesses to testify under oath. The @ GOP just kicked down the door blocking Michael Bloomberg’s path to win the White House & Senate control in 2020. Enjoy your victory, you just lost the war. @ VP",@ @,
,0,Hopefully not the same kinda ice cream as Bloomberg had,,
,1,It is irrelevant. Bloomberg can't compete with the people power that is fueling the Sanders campaign. Donate here: https://berniesanders.com # FeelTheBern # Bernie2020,,# #
,0,"senate votes against hearing any witnesses, Britain has left the European Union officially, massive protests in New York City, Bloomberg can now be at debate, and it’s STILL January for a few hours.",,
,0,Brand recognition only gets you so far Democrats better realize that while they gamble on bloomberg. That bet will crash harder than terminator dark fate. # DNC,,#
,0,Didn’t you literally just change the rules to allow Bloomberg into the debates? That’s what i thought,,
,1,That poor dog. It's a miracle it didn't bite Mr. Bloomberg's hand.,,
,0,This would make more sense if it wasn't Elizabeth Warren's OWN SURROGATES that called for Bloomberg to be included in debates so that he could be directly questioned and not just buy tons of commercials https://www.bloomberg.com/news/articles/2020-01-28/democrats-are-calling-on-dnc-to-allow-bloomberg-to-join-debates …https://twitter.com/ewarren/status/1223389175468249088 …,,
,0,"No, Steyer is buying his way into the race. Bloomberg actually has a record of accomplishment. You did not. Simple as that.",,
,0,"Delaney having dropped out, @ DNC turned to their last salvation at a Bernie-free nominee: Mike Bloomberg",@,
,0,"Is it true that the DNC changed the rules to allow Bloomberg into the debate, and if so, why was that done?",,
,0,hey any comment on bloomberg being allowed into the debates after a rule change,,
,0,"""Bloomberg has vowed not to collect any donations at all. A campaign funded by a single billionaire was, by definition, contrary to the DNC’s grassroots funding principles. What to do? Dump the principles!"" https://slate.com/news-and-politics/2020/01/dnc-nixes-donor-threshold-debate-requirement-favoring-all-candidates-named-michael-bloomberg.html …",,
,0,"He is not up til 2024. Hopefully when the truth comes out that shows his involvement in the coup against Pres Trump headquartered in Ukraine he will be forced to resign. Regardless, Bloomberg, Steyer, Soros, and many others will not stop their war on Pres Trump & We the Ppl of US",,
,0,"what are the odds that the venn diagram between bloomberg's and bernie's potential base is two circles on opposite sides of the universe, and buying his way in only serves to further prove how corrupt the system is in the first place?",,
,2,Probably the one thing I agree with you on. You can’t change the rules after the race has started. Bloomberg knows what he has to do. He just doesn’t want to do it.,,
,0,"damn right! ""No"" to Bloomberg @ DNC # DNC @ DNCWarRoomhttps://twitter.com/ewarren/status/1223389175468249088 …",@ @,#
,0,It has an effect today not because people of color are being denied loans at the same rate but because they didnt have the opportunity to have a home. So while some white people were paying a mortgage for a house that is now worth 10 times its value today in some cases.,,
,0,Bloomberg Just Gave Gun Owners 60 Million Reasons To Get Involved This Year https://bearingarms.com/cam-e/2020/01/28/bloomberg-60-million-reasons/ … via @ BearingArmsCom,@,
,0,Actually Bloomberg didn’t care about being in the debates.,,
,0,"KNOWING who Bloomberg is? He's no different from the rest of the # Democrats. They won't win the @ WhiteHouse in 2020. # Dems are too ""ANTI- EVERYTHING"". They're no longer Democrats. They're a # SocialisticRegime And they'll probably do another Impeachment too, soon enough.",@,# # #
,0,"Good. What today means it’s either Biden or Bloomberg, forget the rest. D’s must be pragmatic and ruthless.",,
,0,Reasonable to change the rules for # Bloomberg after refusing to for @ AndrewYang or @ TulsiGabbard ? What’s that called when you allow people to avoid playing by the same rules?,@ @,#
,1,Via @ Slate: DNC Changes Debate Requirements to Favor All Candidates Named Michael Bloomberg http://dlvr.it/RP8WZ1 pic.twitter.com/9Cwfj91JwE,@,
,0,WOW! Democrats Change Rules to Allow Bloomberg on Stage for Debates -- But Blocked Booker and Castro with Same Rule... Sounds Racist! https://www.thegatewaypundit.com/2020/01/wow-democrats-change-rules-to-allow-bloomberg-on-stage-for-debates-but-blocked-booker-and-castro-with-same-rule-sounds-racist/ … via @ gatewaypundit,@,
,0,@ foxnewsnight @ realDonaldTrump We the People know what the Democrats will do next. They will say there was a cover up in the Senate since the Senate refused to do the House’s JOB. Funny how the DNC is changing their rules to benefit Bloomberg. Joe Biden???,@ @,
,0,dems srsly running bloomberg up the poll lol,,
,0,thoughts on mayor bloomberg’s shot st president,,
,0,I think Bernie will do pretty well against Bloomberg on a debate stage,,
,1,Bloomberg spending 10 mil bashing Trump in super bowl ad,,
,2,Bloomberg gave the DNC a seven figure donation...of course they are letting him buy his way in.,,
,0,Desperate Establishment Games- Again!! Democratic Debate Rule Change Could Open Stage to Bloomberg https://twitter.com/truthglow/status/1223385558845739010 …,,
,0,"This is mostly true, but Bloomberg can stay in all the way to the convention. If Biden starts losing steam and/or runs out of money, Bloomberg will pull a big share of his voters. If he has enough delegates, he can force a brokered con. and then they get to ratfuck Sanders.",,
,0,Rumor has it Bloomberg/Clinton are going to be their ticket and # DemocratsAreCorrupt so yep # WalkAwayhttps://twitter.com/sunrisemvmt/status/1223387897174335490 …,,# #
,1,Cool. Don’t change the debate rules to allow Bloomberg to participate when you didn’t do the same for the candidates of color. VERY bad look.,,
,0,So Bloomberg has now bought his way into the next debate?,,
,0,We found Michael Bloomberg's peasant Twitter account.,,
,0,Don’t listen to the Germans. They’re just pissed they have to shoulder all the burden now for the lazy ass vacation provinces in the south.,,
,0,You voting for Bloomberg if he get the nod?,,
,0,Globalist Bloomberg news. Brits are made of tough stuff and will overcome whatever Bloomberg declares as fraught. https://twitter.com/Herbert_L_Reed/status/1223386326910881792 …,,
,0,"I swear people just read the headlines and don’t actually look things up for themselves. It’s clear he wants Bloomberg on the stage so he faces criticism (on things like Stop and Frisk), not because he supports him. pic.twitter.com/hMZjWbkebT",,
,0,I guess they know Biden is addled. A Bloomberg nomination will supress the vote evrywhere. No taking th senate...,,
,0,"Check it out , the DNC change the rules today. Bloomberg bought his way in ! WHAT ! WHY BLOOMBERG AND NOT YANG #Yanggang #https://twitter.com/MichaelSatoshi/status/1223344689778167809 …",,#Yanggang #https
,0,"Buttigieg and Bloomberg Warren's getting there, though",,
,0,Please tell them Bloomberg gave for me. https://twitter.com/AlonzoSolorzano/status/1223389580470124544 …,,
,0,@ DNC shame on you for moving the requirements down to include Bloomberg when you would not do it before. Your just as corrupt as the Republicans because your trying to push Bloomberg down our throats. Glad you showed your colors now. Its @ BernieSanders all the way.,@ @,
,0,"Elizabeth, pundits, news reporters, and politicians say the election will be between Trump and Biden, Trump and Sanders, or Trump and Bloomberg. They’ve cut you out! We need all women to vote for you",,
,1,But pro-life ads are banned?? Bloomberg Unveils Super Bowl Ad Focusing On Gun Control https://olivetreeviews.org/bloomberg-unveils-super-bowl-ad-focusing-on-gun-control/ …,,
,0,There's no comparing the flu to ncov2019. The novel virus is 100x deadlier than the flu and more infectious. Stop the bs reporting.,,
,0,The good news is bloomberg can't do anything but hurt other centrists like Buttegieg and Klobachar https://twitter.com/EmmaVigeland/status/1223368068644118528 …,,
,0,sometimes I think it would be good if Bloomberg stole the nomination and made Amy Klobuchar his running mate I just want to see the DNC burn,,
,0,"Bloomberg, Klobuchar, Buttigieg, and Biden all have some bigoted/racist shit on their records",,
,0,how is bloomberg up on stage at the debate?,,
,0,"And he has pledged a billion in defeating trump even if he’s not the nominee...so what’s your point? This idea that you want the people who need $ the most to fund this shit is ridiculous, I’m glad people like Bloomberg are willing to spend their money instead of us spending ours",,
,1,"Especially fascinating - because we recently had ""some"" sort of confirmation that Bloomberg was in this race to specifically block Bernie. They're not even trying to cover it up any longer. I wonder if it's possible to get a court order of ANY kind to thwart THEIR efforts.",,
,0,Trump “I’ve had it up to here with mini Mike Bloomberg”.,,
,0,"Yep, House of Pain starts now.",,
,0,Bloomberg minipulating with fellow democratic donors millionaires the market,,
,0,Tell me about the Bloomberg debate Tom,,
,2,WOW! Democrats Change Rules to Allow Bloomberg on Stage for Debates -- But Blocked Booker and Castro with Same Rule... Sounds Racist! https://www.thegatewaypundit.com/2020/01/wow-democrats-change-rules-to-allow-bloomberg-on-stage-for-debates-but-blocked-booker-and-castro-with-same-rule-sounds-racist/ …,,
,0,# Bloomberg allow another debate where @ BernieSanders is not given time to point out the differences between he and @ JoeBiden Bloomberg gets to attack Bernie and Warren and allows Biden to continue his submarine campaign.,@ @,#
,1,"WOW! # Democrats Change Rules to Allow # Bloomberg on Stage for Debates -- But Blocked # Booker and # Castro with Same Rule... Sounds Racist! https://www.thegatewaypundit.com/2020/01/wow-democrats-change-rules-to-allow-bloomberg-on-stage-for-debates-but-blocked-booker-and-castro-with-same-rule-sounds-racist/ … via @ gatewaypundit - Hey @ CoryBooker, isn’t that # racist?",@ @,# # # # #
,0,He will and has been cheating. I would like to know if only a pres can solicit foreign gov to aid in his re-election or if civilians such as Bloomberg Bernie etc can also? What are we to do ? Take the moral high ground while he builds his dynasty?,,
,0,"I agree. I’ve been yelling at my TV all day. Now Bloomberg somehow qualifies for debate? Are you kidding me!? I swear, my kids say I’m going to have a stroke if I keep it up https://twitter.com/ALWAYSAPATRIOT2/status/1223362667936538624 …",,
,73,"Pay to play, right? Why did you accept $325k from Bloomberg only to change the debate rules? WHEN ARE YOU EVER HONEST? pic.twitter.com/0uOfcSUKIX",,
